teamId,teamCity,teamName,building,city,buildingType,gameType,games,wins,losses,win_pct,first_season,last_season
1610612755,Philadelphia,76ers,Mortgage Matchup Center,Phoenix,home,Regular Season,33,9,24,0.273,1993,2026
1610612755,Philadelphia,76ers,Oracle Arena,Oakland,home,Regular Season,38,14,24,0.368,1980,2019
1610612755,Philadelphia,76ers,Orlando Bubble,Bay Lake,bubble,Playoffs,4,0,4,0.0,2021,2021
1610612755,Philadelphia,76ers,Orlando Bubble,Bay Lake,bubble,Regular Season,8,4,4,0.5,2021,2021
1610612755,Philadelphia,76ers,Paycom Center,Oklahoma City,home,Regular Season,19,6,13,0.316,2006,2026
1610612755,Philadelphia,76ers,Pontiac Silverdome,Pontiac,home,Regular Season,25,14,11,0.56,1980,1988
1610612755,Philadelphia,76ers,Prudential Center,Newark,home,Regular Season,4,4,0,1.0,2011,2012
1610612755,Philadelphia,76ers,Pyramid Arena,Memphis,home,Regular Season,3,1,2,0.333,2002,2004
1610612755,Philadelphia,76ers,Reunion Arena,Dallas,home,Regular Season,20,14,6,0.7,1981,2001
1610612755,Philadelphia,76ers,Richfield Coliseum,Richfield,home,Playoffs,2,0,2,0.0,1990,1990
1610612755,Philadelphia,76ers,Richfield Coliseum,Richfield,home,Regular Season,38,18,20,0.474,1980,1994
1610612755,Philadelphia,76ers,Rocket Arena,Cleveland,home,Regular Season,57,26,31,0.456,1995,2026
1610612755,Philadelphia,76ers,Rogers Arena,Vancouver,home,Regular Season,6,5,1,0.833,1996,2001
1610612755,Philadelphia,76ers,Rutgers Athletic Center,Piscataway,home,Regular Season,6,4,2,0.667,1980,1981
1610612755,Philadelphia,76ers,Salt Palace,Salt Lake City,home,Regular Season,12,7,5,0.583,1980,1991
1610612755,Philadelphia,76ers,San Diego Sports Arena,San Diego,home,Regular Season,5,4,1,0.8,1980,1984
1610612755,Philadelphia,76ers,San Jose Arena,San Jose,home,Regular Season,1,0,1,0.0,1997,1997
1610612755,Philadelphia,76ers,Scotiabank Arena,Toronto,home,Playoffs,10,4,6,0.4,2001,2022
1610612755,Philadelphia,76ers,Scotiabank Arena,Toronto,home,Regular Season,50,19,31,0.38,2000,2026
1610612755,Philadelphia,76ers,SkyDome,Toronto,home,Regular Season,7,2,5,0.286,1996,1999
1610612755,Philadelphia,76ers,Sleep Train Arena,Sacramento,home,Regular Season,26,10,16,0.385,1989,2016
1610612755,Philadelphia,76ers,Smoothie King Center,New Orleans,home,Playoffs,3,2,1,0.667,2003,2003
1610612755,Philadelphia,76ers,Smoothie King Center,New Orleans,home,Regular Season,22,7,15,0.318,2003,2026
1610612755,Philadelphia,76ers,Spectrum Center,Charlotte,home,Regular Season,37,18,19,0.486,2006,2026
1610612755,Philadelphia,76ers,State Farm Arena,Atlanta,home,Playoffs,3,2,1,0.667,2021,2021
1610612755,Philadelphia,76ers,State Farm Arena,Atlanta,home,Regular Season,46,18,28,0.391,2000,2026
1610612755,Philadelphia,76ers,TD Garden,Boston,home,Playoffs,18,6,12,0.333,2002,2026
1610612755,Philadelphia,76ers,TD Garden,Boston,home,Regular Season,60,25,35,0.417,1996,2026
1610612755,Philadelphia,76ers,Tacoma Dome,Tacoma,home,Regular Season,1,0,1,0.0,1995,1995
1610612755,Philadelphia,76ers,Target Center,Minneapolis,home,Regular Season,34,15,19,0.441,1991,2026
1610612755,Philadelphia,76ers,The Forum,Inglewood,home,Playoffs,8,3,5,0.375,1980,1983
1610612755,Philadelphia,76ers,The Forum,Inglewood,home,Regular Season,19,4,15,0.211,1980,1998
1610612755,Philadelphia,76ers,The O2 Arena,London,neutral,Regular Season,1,0,1,0.0,2018,2018
1610612755,Philadelphia,76ers,The Omni,Atlanta,home,Playoffs,3,2,1,0.667,1980,1982
1610612755,Philadelphia,76ers,The Omni,Atlanta,home,Regular Season,44,16,28,0.364,1980,1997
1610612755,Philadelphia,76ers,The Palace of Auburn Hills,Auburn Hills,home,Playoffs,9,1,8,0.111,2003,2008
1610612755,Philadelphia,76ers,The Palace of Auburn Hills,Auburn Hills,home,Regular Season,54,17,37,0.315,1989,2017
1610612755,Philadelphia,76ers,The Spectrum,Philadelphia,home,Playoffs,60,43,17,0.717,1980,1991
1610612755,Philadelphia,76ers,The Spectrum,Philadelphia,home,Regular Season,697,463,234,0.664,1980,1996
1610612755,Philadelphia,76ers,The Summit,Houston,home,Regular Season,25,8,17,0.32,1980,2003
1610612755,Philadelphia,76ers,Toyota Center,Houston,home,Regular Season,23,9,14,0.391,2004,2026
1610612755,Philadelphia,76ers,United Center,Chicago,home,Playoffs,3,1,2,0.333,2012,2012
1610612755,Philadelphia,76ers,United Center,Chicago,home,Regular Season,57,27,30,0.474,1995,2026
1610612755,Philadelphia,76ers,Xfinity Mobile Arena,Philadelphia,home,Playoffs,83,47,36,0.566,1999,2026
1610612755,Philadelphia,76ers,Xfinity Mobile Arena,Philadelphia,home,Regular Season,1188,646,542,0.544,1997,2026
1610612749,Milwaukee,Bucks,ARCO Arena I,Sacramento,home,Regular Season,3,3,0,1.0,1986,1988
1610612749,Milwaukee,Bucks,Alamodome,San Antonio,home,Regular Season,8,3,5,0.375,1994,2002
1610612749,Milwaukee,Bucks,Amalie Arena,Tampa,home,Regular Season,1,1,0,1.0,2021,2021
1610612749,Milwaukee,Bucks,American Airlines Center,Dallas,home,Regular Season,24,9,15,0.375,2002,2026
1610612749,Milwaukee,Bucks,Amway Arena,Orlando,home,Playoffs,2,1,1,0.5,2001,2001
1610612749,Milwaukee,Bucks,Amway Arena,Orlando,home,Regular Season,39,14,25,0.359,1990,2010
1610612749,Milwaukee,Bucks,Arizona Veterans Memorial Coliseum,Phoenix,home,Regular Season,16,5,11,0.312,1980,1992
1610612749,Milwaukee,Bucks,Ball Arena,Denver,home,Regular Season,27,6,21,0.222,2000,2026
1610612749,Milwaukee,Bucks,Barclays Center,Brooklyn,home,Playoffs,4,1,3,0.25,2021,2021
1610612749,Milwaukee,Bucks,Barclays Center,Brooklyn,home,Regular Season,24,16,8,0.667,2013,2026
1610612749,Milwaukee,Bucks,Boston Garden,Boston,home,Playoffs,11,3,8,0.273,1983,1987
1610612749,Milwaukee,Bucks,Boston Garden,Boston,home,Regular Season,38,7,31,0.184,1980,1995
1610612749,Milwaukee,Bucks,Bradley Center,Milwaukee,home,Playoffs,41,19,22,0.463,1989,2018
1610612749,Milwaukee,Bucks,Bradley Center,Milwaukee,home,Regular Season,1204,668,536,0.555,1989,2018
1610612749,Milwaukee,Bucks,Capital Centre,Landover,home,Regular Season,42,20,22,0.476,1980,1997
1610612749,Milwaukee,Bucks,Capital One Arena,Washington,home,Regular Season,51,25,26,0.49,1998,2026
1610612749,Milwaukee,Bucks,Charlotte Coliseum,Charlotte,home,Playoffs,3,1,2,0.333,2001,2001
1610612749,Milwaukee,Bucks,Charlotte Coliseum,Charlotte,home,Regular Season,31,15,16,0.484,1989,2005
1610612749,Milwaukee,Bucks,Chase Center,San Francisco,home,Regular Season,7,1,6,0.143,2020,2026
1610612749,Milwaukee,Bucks,Chicago Stadium,Chicago,home,Playoffs,4,1,3,0.25,1985,1990
1610612749,Milwaukee,Bucks,Chicago Stadium,Chicago,home,Regular Season,42,15,27,0.357,1980,1994
1610612749,Milwaukee,Bucks,Crypto.com Arena,Los Angeles,home,Regular Season,51,19,32,0.373,2000,2026
1610612749,Milwaukee,Bucks,Delta Center,Salt Lake City,home,Regular Season,34,6,28,0.176,1992,2026
1610612749,Milwaukee,Bucks,FedExForum,Memphis,home,Regular Season,21,8,13,0.381,2005,2026
1610612749,Milwaukee,Bucks,Fiserv Forum,Milwaukee,home,Playoffs,33,23,10,0.697,2019,2025
1610612749,Milwaukee,Bucks,Fiserv Forum,Milwaukee,home,Regular Season,310,220,90,0.71,2019,2026
1610612749,Milwaukee,Bucks,Frost Bank Center,San Antonio,home,Regular Season,23,6,17,0.261,2003,2026
1610612749,Milwaukee,Bucks,Gainbridge Fieldhouse,Indianapolis,home,Playoffs,9,1,8,0.111,2000,2025
1610612749,Milwaukee,Bucks,Gainbridge Fieldhouse,Indianapolis,home,Regular Season,52,20,32,0.385,2000,2026
1610612749,Milwaukee,Bucks,Georgia Dome,Atlanta,home,Regular Season,4,1,3,0.25,1998,1999
1610612749,Milwaukee,Bucks,Golden 1 Center,Sacramento,home,Regular Season,10,9,1,0.9,2017,2026
1610612749,Milwaukee,Bucks,HemisFair Arena,San Antonio,home,Regular Season,14,5,9,0.357,1980,1993
1610612749,Milwaukee,Bucks,Hubert H. Humphrey Metrodome,Minneapolis,home,Regular Season,1,1,0,1.0,1990,1990
1610612749,Milwaukee,Bucks,Intuit Dome,Inglewood,home,Regular Season,2,0,2,0.0,2025,2026
1610612749,Milwaukee,Bucks,Izod Center,East Rutherford,home,Playoffs,7,4,3,0.571,1984,2003
1610612749,Milwaukee,Bucks,Izod Center,East Rutherford,home,Regular Season,62,24,38,0.387,1982,2010
1610612749,Milwaukee,Bucks,Kaseya Center,Miami,home,Playoffs,6,2,4,0.333,2013,2023
1610612749,Milwaukee,Bucks,Kaseya Center,Miami,home,Regular Season,47,17,30,0.362,2000,2026
1610612749,Milwaukee,Bucks,Kemper Arena,Kansas City,home,Regular Season,8,4,4,0.5,1980,1985
1610612749,Milwaukee,Bucks,KeyArena,Seattle,home,Regular Season,21,4,17,0.19,1986,2008
1610612749,Milwaukee,Bucks,Kia Center,Orlando,home,Regular Season,29,14,15,0.483,2011,2026
1610612749,Milwaukee,Bucks,Kingdome,Seattle,home,Playoffs,4,2,2,0.5,1980,1980
1610612749,Milwaukee,Bucks,Kingdome,Seattle,home,Regular Season,8,3,5,0.375,1980,1985
1610612749,Milwaukee,Bucks,LA Memorial Sports Arena,Los Angeles,home,Regular Season,14,7,7,0.5,1985,1998
1610612749,Milwaukee,Bucks,Little Caesars Arena,Detroit,home,Playoffs,2,2,0,1.0,2019,2019
1610612749,Milwaukee,Bucks,Little Caesars Arena,Detroit,home,Regular Season,17,13,4,0.765,2018,2026
1610612749,Milwaukee,Bucks,MECCA Arena,Milwaukee,home,Playoffs,41,26,15,0.634,1980,1988
1610612749,Milwaukee,Bucks,MECCA Arena,Milwaukee,home,Regular Season,368,285,83,0.774,1980,1988
1610612749,Milwaukee,Bucks,Madison Square Garden,New York,home,Regular Season,93,48,45,0.516,1980,2026
1610612749,Milwaukee,Bucks,Market Square Arena,Indianapolis,home,Playoffs,2,0,2,0.0,1999,1999
1610612749,Milwaukee,Bucks,Market Square Arena,Indianapolis,home,Regular Season,51,23,28,0.451,1980,1999
1610612749,Milwaukee,Bucks,McNichols Sports Arena,Denver,home,Regular Season,22,5,17,0.227,1980,1999
1610612749,Milwaukee,Bucks,Memorial Coliseum,Portland,home,Regular Season,18,8,10,0.444,1980,1995
1610612749,Milwaukee,Bucks,Miami Arena,Miami,home,Regular Season,19,6,13,0.316,1989,1999
1610612749,Milwaukee,Bucks,Moda Center,Portland,home,Regular Season,30,13,17,0.433,1996,2026
1610612749,Milwaukee,Bucks,Mortgage Matchup Center,Phoenix,home,Playoffs,3,1,2,0.333,2021,2021
1610612749,Milwaukee,Bucks,Mortgage Matchup Center,Phoenix,home,Regular Season,33,7,26,0.212,1993,2026
1610612749,Milwaukee,Bucks,Oracle Arena,Oakland,home,Regular Season,40,23,17,0.575,1980,2019
1610612749,Milwaukee,Bucks,Orlando Bubble,Bay Lake,bubble,Playoffs,10,5,5,0.5,2021,2021
1610612749,Milwaukee,Bucks,Orlando Bubble,Bay Lake,bubble,Regular Season,8,3,5,0.375,2020,2021
1610612749,Milwaukee,Bucks,Paycom Center,Oklahoma City,home,Regular Season,19,8,11,0.421,2006,2026
1610612749,Milwaukee,Bucks,Pontiac Silverdome,Pontiac,home,Regular Season,24,8,16,0.333,1980,1988
1610612749,Milwaukee,Bucks,Prudential Center,Newark,home,Regular Season,3,3,0,1.0,2011,2012
1610612749,Milwaukee,Bucks,Pyramid Arena,Memphis,home,Regular Season,3,1,2,0.333,2002,2004
1610612749,Milwaukee,Bucks,Reunion Arena,Dallas,home,Regular Season,20,10,10,0.5,1981,2001
1610612749,Milwaukee,Bucks,Richfield Coliseum,Richfield,home,Regular Season,40,24,16,0.6,1980,1994
1610612749,Milwaukee,Bucks,Rocket Arena,Cleveland,home,Regular Season,62,18,44,0.29,1995,2026
1610612749,Milwaukee,Bucks,Rogers Arena,Vancouver,home,Regular Season,5,3,2,0.6,1996,2001
1610612749,Milwaukee,Bucks,Rutgers Athletic Center,Piscataway,home,Regular Season,4,3,1,0.75,1980,1981
1610612749,Milwaukee,Bucks,Salt Palace,Salt Lake City,home,Regular Season,14,9,5,0.643,1980,1991
1610612749,Milwaukee,Bucks,San Diego Sports Arena,San Diego,home,Regular Season,7,5,2,0.714,1980,1984
1610612749,Milwaukee,Bucks,San Jose Arena,San Jose,home,Regular Season,1,0,1,0.0,1997,1997
1610612749,Milwaukee,Bucks,Scotiabank Arena,Toronto,home,Playoffs,6,1,5,0.167,2017,2019
1610612749,Milwaukee,Bucks,Scotiabank Arena,Toronto,home,Regular Season,46,26,20,0.565,2000,2026
1610612749,Milwaukee,Bucks,SkyDome,Toronto,home,Regular Season,8,4,4,0.5,1996,1999
1610612749,Milwaukee,Bucks,Sleep Train Arena,Sacramento,home,Regular Season,27,11,16,0.407,1989,2016
1610612749,Milwaukee,Bucks,Smoothie King Center,New Orleans,home,Regular Season,22,6,16,0.273,2003,2026
1610612749,Milwaukee,Bucks,Spectrum Center,Charlotte,home,Regular Season,36,15,21,0.417,2006,2026
1610612749,Milwaukee,Bucks,State Farm Arena,Atlanta,home,Playoffs,7,3,4,0.429,2010,2021
1610612749,Milwaukee,Bucks,State Farm Arena,Atlanta,home,Regular Season,48,20,28,0.417,2000,2026
1610612749,Milwaukee,Bucks,T-Mobile Arena,Las Vegas,neutral,Regular Season,2,2,0,1.0,2025,2025
1610612749,Milwaukee,Bucks,TD Garden,Boston,home,Playoffs,10,4,6,0.4,2018,2022
1610612749,Milwaukee,Bucks,TD Garden,Boston,home,Regular Season,55,21,34,0.382,1996,2026
1610612749,Milwaukee,Bucks,Tacoma Dome,Tacoma,home,Regular Season,1,0,1,0.0,1995,1995
1610612749,Milwaukee,Bucks,Target Center,Minneapolis,home,Regular Season,35,14,21,0.4,1991,2026
1610612749,Milwaukee,Bucks,The Forum,Inglewood,home,Regular Season,21,5,16,0.238,1980,1998
1610612749,Milwaukee,Bucks,The O2 Arena,London,neutral,Regular Season,1,1,0,1.0,2015,2015
1610612749,Milwaukee,Bucks,The Omni,Atlanta,home,Playoffs,8,2,6,0.25,1984,1989
1610612749,Milwaukee,Bucks,The Omni,Atlanta,home,Regular Season,46,13,33,0.283,1980,1997
1610612749,Milwaukee,Bucks,The Palace of Auburn Hills,Auburn Hills,home,Playoffs,8,1,7,0.125,1989,2006
1610612749,Milwaukee,Bucks,The Palace of Auburn Hills,Auburn Hills,home,Regular Season,61,21,40,0.344,1989,2017
1610612749,Milwaukee,Bucks,The Spectrum,Philadelphia,home,Playoffs,18,4,14,0.222,1981,1991
1610612749,Milwaukee,Bucks,The Spectrum,Philadelphia,home,Regular Season,39,16,23,0.41,1980,1996
1610612749,Milwaukee,Bucks,The Summit,Houston,home,Regular Season,23,9,14,0.391,1980,2003
1610612749,Milwaukee,Bucks,Toyota Center,Houston,home,Regular Season,23,5,18,0.217,2004,2026
1610612749,Milwaukee,Bucks,United Center,Chicago,home,Playoffs,5,3,2,0.6,2015,2022
1610612749,Milwaukee,Bucks,United Center,Chicago,home,Regular Season,64,26,38,0.406,1995,2026
1610612749,Milwaukee,Bucks,Xfinity Mobile Arena,Philadelphia,home,Playoffs,4,1,3,0.25,2001,2001
1610612749,Milwaukee,Bucks,Xfinity Mobile Arena,Philadelphia,home,Regular Season,52,27,25,0.519,1997,2026
1610612741,Chicago,Bulls,ARCO Arena I,Sacramento,home,Regular Season,3,1,2,0.333,1986,1988
1610612741,Chicago,Bulls,Alamodome,San Antonio,home,Regular Season,8,4,4,0.5,1994,2002
1610612741,Chicago,Bulls,Amalie Arena,Tampa,home,Regular Season,1,1,0,1.0,2021,2021
1610612741,Chicago,Bulls,American Airlines Center,Dallas,home,Regular Season,24,7,17,0.292,2002,2026
1610612741,Chicago,Bulls,Amway Arena,Orlando,home,Playoffs,5,3,2,0.6,1995,1996
1610612741,Chicago,Bulls,Amway Arena,Orlando,home,Regular Season,37,14,23,0.378,1990,2010
1610612741,Chicago,Bulls,Arizona Veterans Memorial Coliseum,Phoenix,home,Regular Season,15,3,12,0.2,1980,1992
1610612741,Chicago,Bulls,Ball Arena,Denver,home,Regular Season,25,5,20,0.2,2000,2026
1610612741,Chicago,Bulls,Barclays Center,Brooklyn,home,Playoffs,4,2,2,0.5,2013,2013
1610612741,Chicago,Bulls,Barclays Center,Brooklyn,home,Regular Season,24,9,15,0.375,2013,2026
1610612741,Chicago,Bulls,Boston Garden,Boston,home,Playoffs,6,0,6,0.0,1981,1987
1610612741,Chicago,Bulls,Boston Garden,Boston,home,Regular Season,38,13,25,0.342,1980,1995
1610612741,Chicago,Bulls,Bradley Center,Milwaukee,home,Playoffs,5,3,2,0.6,1990,2015
1610612741,Chicago,Bulls,Bradley Center,Milwaukee,home,Regular Season,64,34,30,0.531,1989,2018
1610612741,Chicago,Bulls,Capital Centre,Landover,home,Playoffs,1,1,0,1.0,1997,1997
1610612741,Chicago,Bulls,Capital Centre,Landover,home,Regular Season,42,18,24,0.429,1980,1997
1610612741,Chicago,Bulls,Capital One Arena,Washington,home,Playoffs,5,1,4,0.2,2005,2014
1610612741,Chicago,Bulls,Capital One Arena,Washington,home,Regular Season,52,25,27,0.481,1998,2026
1610612741,Chicago,Bulls,Charlotte Coliseum,Charlotte,home,Playoffs,4,3,1,0.75,1995,1998
1610612741,Chicago,Bulls,Charlotte Coliseum,Charlotte,home,Regular Season,32,18,14,0.562,1989,2005
1610612741,Chicago,Bulls,Chase Center,San Francisco,home,Regular Season,7,2,5,0.286,2020,2026
1610612741,Chicago,Bulls,Chicago Stadium,Chicago,home,Playoffs,64,48,16,0.75,1981,1994
1610612741,Chicago,Bulls,Chicago Stadium,Chicago,home,Regular Season,615,411,204,0.668,1980,1994
1610612741,Chicago,Bulls,Crypto.com Arena,Los Angeles,home,Regular Season,50,17,33,0.34,2000,2026
1610612741,Chicago,Bulls,Delta Center,Salt Lake City,home,Playoffs,6,3,3,0.5,1997,1998
1610612741,Chicago,Bulls,Delta Center,Salt Lake City,home,Regular Season,33,13,20,0.394,1992,2026
1610612741,Chicago,Bulls,FedExForum,Memphis,home,Regular Season,22,10,12,0.455,2005,2026
1610612741,Chicago,Bulls,Fiserv Forum,Milwaukee,home,Playoffs,3,1,2,0.333,2022,2022
1610612741,Chicago,Bulls,Fiserv Forum,Milwaukee,home,Regular Season,15,2,13,0.133,2019,2026
1610612741,Chicago,Bulls,Frost Bank Center,San Antonio,home,Regular Season,24,8,16,0.333,2003,2026
1610612741,Chicago,Bulls,Gainbridge Fieldhouse,Indianapolis,home,Playoffs,2,1,1,0.5,2011,2011
1610612741,Chicago,Bulls,Gainbridge Fieldhouse,Indianapolis,home,Regular Season,53,14,39,0.264,2000,2026
