season,building,teamId,teamCity,teamName,games,mean_delta
1985,MECCA Arena,1610612747,Los Angeles,Lakers,1,758.1
1985,MECCA Arena,1610612755,Philadelphia,76ers,2,758.1
1985,MECCA Arena,1610612756,Phoenix,Suns,1,758.1
1985,MECCA Arena,1610612758,Kansas City,Kings,1,758.1
1985,MECCA Arena,1610612743,Denver,Nuggets,1,699.5
1985,MECCA Arena,1610612760,Seattle,SuperSonics,1,598.9
1985,MECCA Arena,1610612765,Detroit,Pistons,3,372.2
1985,MECCA Arena,1610612744,Golden State,Warriors,1,351.4
1985,MECCA Arena,1610612751,New Jersey,Nets,3,264.1
1985,MECCA Arena,1610612757,Portland,Trail Blazers,1,-211.5
1985,MECCA Arena,1610612737,Atlanta,Hawks,3,-232.0
1985,MECCA Arena,1610612739,Cleveland,Cavaliers,2,-385.5
1985,MECCA Arena,1610612754,Indiana,Pacers,3,-506.6
1985,MECCA Arena,1610612752,New York,Knicks,2,-650.5
1985,MECCA Arena,1610612759,San Antonio,Spurs,1,-746.5
1985,MECCA Arena,1610612764,Washington,Bullets,3,-1325.8
1985,MECCA Arena,1610612742,Dallas,Mavericks,1,-1687.3
1985,MECCA Arena,1610612762,Utah,Jazz,1,-1744.8
1985,Madison Square Garden,1610612741,Chicago,Bulls,3,5924.2
1985,Madison Square Garden,1610612747,Los Angeles,Lakers,1,5293.2
1985,Madison Square Garden,1610612738,Boston,Celtics,3,4190.0
1985,Madison Square Garden,1610612755,Philadelphia,76ers,3,3509.6
1985,Madison Square Garden,1610612751,New Jersey,Nets,2,87.0
1985,Madison Square Garden,1610612765,Detroit,Pistons,3,39.2
1985,Madison Square Garden,1610612764,Washington,Bullets,3,-929.3
1985,Madison Square Garden,1610612737,Atlanta,Hawks,2,-1305.2
1985,Madison Square Garden,1610612746,Los Angeles,Clippers,1,-1335.0
1985,Madison Square Garden,1610612754,Indiana,Pacers,3,-1707.4
1985,Madison Square Garden,1610612758,Kansas City,Kings,1,-1806.7
1985,Madison Square Garden,1610612749,Milwaukee,Bucks,2,-1931.1
1985,Madison Square Garden,1610612759,San Antonio,Spurs,1,-2312.4
1985,Madison Square Garden,1610612744,Golden State,Warriors,1,-2337.1
1985,Madison Square Garden,1610612743,Denver,Nuggets,1,-2723.5
1985,Madison Square Garden,1610612756,Phoenix,Suns,1,-2803.7
1985,Madison Square Garden,1610612742,Dallas,Mavericks,1,-2934.2
1985,Madison Square Garden,1610612739,Cleveland,Cavaliers,3,-3109.9
1985,Madison Square Garden,1610612762,Utah,Jazz,1,-3113.0
1985,Madison Square Garden,1610612760,Seattle,SuperSonics,1,-3378.2
1985,Market Square Arena,1610612747,Los Angeles,Lakers,1,5994.6
1985,Market Square Arena,1610612738,Boston,Celtics,3,5372.6
1985,Market Square Arena,1610612745,Houston,Rockets,1,3489.7
1985,Market Square Arena,1610612755,Philadelphia,76ers,3,3118.6
1985,Market Square Arena,1610612765,Detroit,Pistons,1,2884.8
1985,Market Square Arena,1610612741,Chicago,Bulls,3,2542.1
1985,Market Square Arena,1610612756,Phoenix,Suns,1,1274.4
1985,Market Square Arena,1610612758,Kansas City,Kings,1,852.3
1985,Market Square Arena,1610612746,Los Angeles,Clippers,1,697.2
1985,Market Square Arena,1610612742,Dallas,Mavericks,1,-42.3
1985,Market Square Arena,1610612759,San Antonio,Spurs,1,-616.4
1985,Market Square Arena,1610612764,Washington,Bullets,3,-831.4
1985,Market Square Arena,1610612757,Portland,Trail Blazers,1,-862.9
1985,Market Square Arena,1610612752,New York,Knicks,2,-1428.2
1985,Market Square Arena,1610612737,Atlanta,Hawks,3,-1718.0
1985,Market Square Arena,1610612762,Utah,Jazz,1,-2062.4
1985,Market Square Arena,1610612749,Milwaukee,Bucks,3,-2297.3
1985,Market Square Arena,1610612760,Seattle,SuperSonics,1,-2742.3
1985,Market Square Arena,1610612751,New Jersey,Nets,2,-3163.9
1985,Market Square Arena,1610612739,Cleveland,Cavaliers,3,-3380.8
1985,Market Square Arena,1610612744,Golden State,Warriors,1,-3929.6
1985,Market Square Arena,1610612743,Denver,Nuggets,1,-4169.9
1985,McNichols Sports Arena,1610612738,Boston,Celtics,1,6347.4
1985,McNichols Sports Arena,1610612747,Los Angeles,Lakers,2,6347.4
1985,McNichols Sports Arena,1610612755,Philadelphia,76ers,1,6347.4
1985,McNichols Sports Arena,1610612754,Indiana,Pacers,1,4353.0
1985,McNichols Sports Arena,1610612745,Houston,Rockets,2,3909.7
1985,McNichols Sports Arena,1610612759,San Antonio,Spurs,3,1763.4
1985,McNichols Sports Arena,1610612757,Portland,Trail Blazers,2,1471.9
1985,McNichols Sports Arena,1610612739,Cleveland,Cavaliers,1,-11.3
1985,McNichols Sports Arena,1610612765,Detroit,Pistons,1,-140.9
1985,McNichols Sports Arena,1610612756,Phoenix,Suns,3,-560.9
1985,McNichols Sports Arena,1610612742,Dallas,Mavericks,2,-615.0
1985,McNichols Sports Arena,1610612764,Washington,Bullets,1,-1118.0
1985,McNichols Sports Arena,1610612762,Utah,Jazz,3,-1156.1
1985,McNichols Sports Arena,1610612741,Chicago,Bulls,1,-1479.0
1985,McNichols Sports Arena,1610612744,Golden State,Warriors,3,-2390.7
1985,McNichols Sports Arena,1610612752,New York,Knicks,1,-2707.1
1985,McNichols Sports Arena,1610612758,Kansas City,Kings,3,-2810.3
1985,McNichols Sports Arena,1610612751,New Jersey,Nets,1,-3496.1
1985,McNichols Sports Arena,1610612746,Los Angeles,Clippers,2,-3655.0
1985,McNichols Sports Arena,1610612760,Seattle,SuperSonics,2,-3774.8
1985,Memorial Coliseum,1610612754,Indiana,Pacers,1,1.9
1985,Memorial Coliseum,1610612756,Phoenix,Suns,3,0.5
1985,Memorial Coliseum,1610612760,Seattle,SuperSonics,3,0.5
1985,Memorial Coliseum,1610612737,Atlanta,Hawks,1,-0.2
1985,Memorial Coliseum,1610612738,Boston,Celtics,1,-0.2
1985,Memorial Coliseum,1610612739,Cleveland,Cavaliers,1,-0.2
1985,Memorial Coliseum,1610612741,Chicago,Bulls,1,-0.2
1985,Memorial Coliseum,1610612742,Dallas,Mavericks,3,-0.2
1985,Memorial Coliseum,1610612743,Denver,Nuggets,1,-0.2
1985,Memorial Coliseum,1610612744,Golden State,Warriors,3,-0.2
1985,Memorial Coliseum,1610612745,Houston,Rockets,3,-0.2
1985,Memorial Coliseum,1610612746,Los Angeles,Clippers,2,-0.2
1985,Memorial Coliseum,1610612747,Los Angeles,Lakers,3,-0.2
1985,Memorial Coliseum,1610612749,Milwaukee,Bucks,1,-0.2
1985,Memorial Coliseum,1610612752,New York,Knicks,1,-0.2
1985,Memorial Coliseum,1610612755,Philadelphia,76ers,1,-0.2
1985,Memorial Coliseum,1610612758,Kansas City,Kings,2,-0.2
1985,Memorial Coliseum,1610612759,San Antonio,Spurs,2,-0.2
1985,Memorial Coliseum,1610612762,Utah,Jazz,2,-0.2
1985,Memorial Coliseum,1610612764,Washington,Bullets,1,-0.2
1985,Memorial Coliseum,1610612765,Detroit,Pistons,1,-0.2
1985,Oracle Arena,1610612755,Philadelphia,76ers,1,6077.3
1985,Oracle Arena,1610612738,Boston,Celtics,1,6076.2
1985,Oracle Arena,1610612741,Chicago,Bulls,1,6076.2
1985,Oracle Arena,1610612745,Houston,Rockets,2,6076.2
1985,Oracle Arena,1610612747,Los Angeles,Lakers,3,4131.7
1985,Oracle Arena,1610612752,New York,Knicks,1,1985.4
1985,Oracle Arena,1610612765,Detroit,Pistons,1,1097.0
1985,Oracle Arena,1610612749,Milwaukee,Bucks,1,-342.1
1985,Oracle Arena,1610612746,Los Angeles,Clippers,2,-576.9
1985,Oracle Arena,1610612764,Washington,Bullets,1,-851.7
1985,Oracle Arena,1610612737,Atlanta,Hawks,1,-894.9
1985,Oracle Arena,1610612756,Phoenix,Suns,3,-955.0
1985,Oracle Arena,1610612757,Portland,Trail Blazers,2,-1396.3
1985,Oracle Arena,1610612742,Dallas,Mavericks,3,-2124.7
1985,Oracle Arena,1610612762,Utah,Jazz,3,-2165.6
1985,Oracle Arena,1610612759,San Antonio,Spurs,2,-2206.4
1985,Oracle Arena,1610612739,Cleveland,Cavaliers,1,-2413.3
1985,Oracle Arena,1610612760,Seattle,SuperSonics,3,-2712.5
1985,Oracle Arena,1610612754,Indiana,Pacers,1,-2776.7
1985,Oracle Arena,1610612758,Kansas City,Kings,2,-3174.1
1985,Pontiac Silverdome,1610612755,Philadelphia,76ers,2,9607.8
1985,Pontiac Silverdome,1610612760,Seattle,SuperSonics,1,6785.3
1985,Pontiac Silverdome,1610612738,Boston,Celtics,2,5099.2
1985,Pontiac Silverdome,1610612752,New York,Knicks,2,4606.7
1985,Pontiac Silverdome,1610612749,Milwaukee,Bucks,3,3568.7
1985,Pontiac Silverdome,1610612759,San Antonio,Spurs,1,1694.6
1985,Pontiac Silverdome,1610612751,New Jersey,Nets,3,819.8
1985,Pontiac Silverdome,1610612741,Chicago,Bulls,3,754.3
1985,Pontiac Silverdome,1610612737,Atlanta,Hawks,3,542.4
1985,Pontiac Silverdome,1610612762,Utah,Jazz,1,-114.6
1985,Pontiac Silverdome,1610612764,Washington,Bullets,2,-814.7
1985,Pontiac Silverdome,1610612743,Denver,Nuggets,1,-4531.5
1985,Pontiac Silverdome,1610612756,Phoenix,Suns,1,-4591.3
1985,Pontiac Silverdome,1610612754,Indiana,Pacers,2,-4711.3
1985,Pontiac Silverdome,1610612757,Portland,Trail Blazers,1,-5705.1
1985,Pontiac Silverdome,1610612746,Los Angeles,Clippers,1,-5712.3
1985,Pontiac Silverdome,1610612742,Dallas,Mavericks,1,-5813.2
1985,Pontiac Silverdome,1610612744,Golden State,Warriors,1,-6570.5
1985,Pontiac Silverdome,1610612739,Cleveland,Cavaliers,3,-6690.7
1985,Reunion Arena,1610612738,Boston,Celtics,1,343.9
1985,Reunion Arena,1610612739,Cleveland,Cavaliers,1,343.9
1985,Reunion Arena,1610612741,Chicago,Bulls,1,343.9
1985,Reunion Arena,1610612745,Houston,Rockets,3,343.9
1985,Reunion Arena,1610612747,Los Angeles,Lakers,3,343.9
1985,Reunion Arena,1610612751,New Jersey,Nets,1,343.9
1985,Reunion Arena,1610612755,Philadelphia,76ers,1,343.9
1985,Reunion Arena,1610612764,Washington,Bullets,1,343.9
1985,Reunion Arena,1610612765,Detroit,Pistons,1,343.9
1985,Reunion Arena,1610612743,Denver,Nuggets,3,282.6
1985,Reunion Arena,1610612760,Seattle,SuperSonics,2,234.5
1985,Reunion Arena,1610612757,Portland,Trail Blazers,2,233.9
1985,Reunion Arena,1610612762,Utah,Jazz,2,226.2
1985,Reunion Arena,1610612759,San Antonio,Spurs,3,182.9
1985,Reunion Arena,1610612756,Phoenix,Suns,2,164.1
1985,Reunion Arena,1610612744,Golden State,Warriors,1,-9.6
1985,Reunion Arena,1610612749,Milwaukee,Bucks,1,-165.9
1985,Reunion Arena,1610612754,Indiana,Pacers,1,-196.7
1985,Reunion Arena,1610612758,Kansas City,Kings,3,-623.9
1985,Reunion Arena,1610612746,Los Angeles,Clippers,2,-748.1
1985,Reunion Arena,1610612752,New York,Knicks,1,-1323.1
1985,Reunion Arena,1610612737,Atlanta,Hawks,1,-2521.5
1985,Richfield Coliseum,1610612745,Houston,Rockets,1,10791.2
1985,Richfield Coliseum,1610612738,Boston,Celtics,3,10139.5
1985,Richfield Coliseum,1610612741,Chicago,Bulls,3,4161.2
1985,Richfield Coliseum,1610612747,Los Angeles,Lakers,1,3341.2
1985,Richfield Coliseum,1610612755,Philadelphia,76ers,3,2756.5
1985,Richfield Coliseum,1610612737,Atlanta,Hawks,3,172.9
1985,Richfield Coliseum,1610612765,Detroit,Pistons,1,16.9
1985,Richfield Coliseum,1610612751,New Jersey,Nets,3,-109.3
1985,Richfield Coliseum,1610612754,Indiana,Pacers,3,-1628.3
1985,Richfield Coliseum,1610612760,Seattle,SuperSonics,1,-2109.6
1985,Richfield Coliseum,1610612762,Utah,Jazz,1,-2288.2
1985,Richfield Coliseum,1610612749,Milwaukee,Bucks,2,-2395.4
1985,Richfield Coliseum,1610612744,Golden State,Warriors,1,-2710.0
1985,Richfield Coliseum,1610612764,Washington,Bullets,3,-2766.1
1985,Richfield Coliseum,1610612752,New York,Knicks,3,-3441.8
1985,Richfield Coliseum,1610612756,Phoenix,Suns,1,-3501.3
1985,Richfield Coliseum,1610612743,Denver,Nuggets,1,-4207.4
1985,Richfield Coliseum,1610612758,Kansas City,Kings,1,-4379.8
1985,Richfield Coliseum,1610612759,San Antonio,Spurs,1,-4426.0
1985,Richfield Coliseum,1610612746,Los Angeles,Clippers,1,-4432.2
1985,Richfield Coliseum,1610612757,Portland,Trail Blazers,1,-4554.3
1985,Richfield Coliseum,1610612742,Dallas,Mavericks,1,-4603.6
1985,Salt Palace,1610612738,Boston,Celtics,1,3499.2
1985,Salt Palace,1610612755,Philadelphia,76ers,1,3486.8
1985,Salt Palace,1610612747,Los Angeles,Lakers,2,2763.9
1985,Salt Palace,1610612745,Houston,Rockets,3,2420.2
1985,Salt Palace,1610612759,San Antonio,Spurs,3,749.6
1985,Salt Palace,1610612757,Portland,Trail Blazers,2,197.7
1985,Salt Palace,1610612756,Phoenix,Suns,1,158.0
1985,Salt Palace,1610612760,Seattle,SuperSonics,2,154.9
1985,Salt Palace,1610612749,Milwaukee,Bucks,1,-289.6
1985,Salt Palace,1610612737,Atlanta,Hawks,1,-502.0
1985,Salt Palace,1610612743,Denver,Nuggets,2,-745.9
1985,Salt Palace,1610612744,Golden State,Warriors,2,-839.8
1985,Salt Palace,1610612765,Detroit,Pistons,1,-975.4
1985,Salt Palace,1610612742,Dallas,Mavericks,3,-1099.5
1985,Salt Palace,1610612746,Los Angeles,Clippers,3,-1625.1
1985,Salt Palace,1610612758,Kansas City,Kings,3,-1858.1
1985,Salt Palace,1610612739,Cleveland,Cavaliers,1,-1982.9
1985,Salt Palace,1610612751,New Jersey,Nets,1,-2217.0
1985,The Forum,1610612738,Boston,Celtics,1,2682.9
1985,The Forum,1610612745,Houston,Rockets,2,2682.9
1985,The Forum,1610612755,Philadelphia,76ers,1,2682.9
1985,The Forum,1610612765,Detroit,Pistons,1,2682.9
1985,The Forum,1610612742,Dallas,Mavericks,2,1747.1
1985,The Forum,1610612746,Los Angeles,Clippers,3,1445.8
1985,The Forum,1610612762,Utah,Jazz,2,1162.8
1985,The Forum,1610612741,Chicago,Bulls,1,627.3
1985,The Forum,1610612764,Washington,Bullets,1,180.2
1985,The Forum,1610612756,Phoenix,Suns,3,-70.5
1985,The Forum,1610612759,San Antonio,Spurs,2,-75.2
1985,The Forum,1610612760,Seattle,SuperSonics,3,-478.9
1985,The Forum,1610612757,Portland,Trail Blazers,3,-812.2
1985,The Forum,1610612752,New York,Knicks,1,-853.7
1985,The Forum,1610612743,Denver,Nuggets,3,-987.6
1985,The Forum,1610612737,Atlanta,Hawks,1,-1071.6
1985,The Forum,1610612754,Indiana,Pacers,1,-1618.4
1985,The Forum,1610612751,New Jersey,Nets,1,-1683.1
1985,The Forum,1610612758,Kansas City,Kings,2,-1920.0
1985,The Forum,1610612749,Milwaukee,Bucks,1,-2185.7
1985,The Forum,1610612744,Golden State,Warriors,2,-2964.2
1985,The Omni,1610612745,Houston,Rockets,1,6787.9
1985,The Omni,1610612738,Boston,Celtics,2,6344.6
1985,The Omni,1610612758,Kansas City,Kings,1,6305.3
1985,The Omni,1610612755,Philadelphia,76ers,2,5078.2
1985,The Omni,1610612747,Los Angeles,Lakers,1,2124.4
1985,The Omni,1610612741,Chicago,Bulls,3,1531.0
1985,The Omni,1610612754,Indiana,Pacers,1,-95.2
1985,The Omni,1610612764,Washington,Bullets,2,-112.2
1985,The Omni,1610612739,Cleveland,Cavaliers,3,-185.4
1985,The Omni,1610612765,Detroit,Pistons,3,-1593.8
1985,The Omni,1610612752,New York,Knicks,3,-1968.9
1985,The Omni,1610612749,Milwaukee,Bucks,3,-2827.6
1985,The Omni,1610612746,Los Angeles,Clippers,1,-2828.3
1985,The Omni,1610612751,New Jersey,Nets,2,-3014.3
1985,The Omni,1610612762,Utah,Jazz,1,-3803.8
1985,The Omni,1610612742,Dallas,Mavericks,1,-4816.5
1985,The Omni,1610612757,Portland,Trail Blazers,1,-5131.6
1985,The Spectrum,1610612738,Boston,Celtics,2,4171.9
1985,The Spectrum,1610612745,Houston,Rockets,1,4171.9
1985,The Spectrum,1610612747,Los Angeles,Lakers,1,4171.9
1985,The Spectrum,1610612741,Chicago,Bulls,2,3482.8
1985,The Spectrum,1610612762,Utah,Jazz,1,2210.3
1985,The Spectrum,1610612765,Detroit,Pistons,3,1398.2
1985,The Spectrum,1610612760,Seattle,SuperSonics,1,1244.9
1985,The Spectrum,1610612757,Portland,Trail Blazers,1,951.1
1985,The Spectrum,1610612749,Milwaukee,Bucks,3,-225.8
1985,The Spectrum,1610612743,Denver,Nuggets,1,-251.5
1985,The Spectrum,1610612764,Washington,Bullets,3,-376.8
1985,The Spectrum,1610612739,Cleveland,Cavaliers,3,-618.5
1985,The Spectrum,1610612737,Atlanta,Hawks,3,-754.4
1985,The Spectrum,1610612752,New York,Knicks,3,-1020.1
1985,The Spectrum,1610612751,New Jersey,Nets,2,-1107.0
1985,The Spectrum,1610612759,San Antonio,Spurs,1,-1752.0
1985,The Spectrum,1610612756,Phoenix,Suns,1,-1894.8
1985,The Spectrum,1610612754,Indiana,Pacers,3,-2012.2
1985,The Spectrum,1610612746,Los Angeles,Clippers,1,-2298.4
1985,The Spectrum,1610612744,Golden State,Warriors,1,-3700.3
1985,The Spectrum,1610612758,Kansas City,Kings,1,-5119.6
1985,The Summit,1610612738,Boston,Celtics,1,2349.8
1985,The Summit,1610612747,Los Angeles,Lakers,2,2349.8
1985,The Summit,1610612752,New York,Knicks,1,2349.8
1985,The Summit,1610612755,Philadelphia,76ers,1,2349.8
1985,The Summit,1610612757,Portland,Trail Blazers,2,2349.8
1985,The Summit,1610612765,Detroit,Pistons,1,2349.8
1985,The Summit,1610612749,Milwaukee,Bucks,1,1321.5
1985,The Summit,1610612739,Cleveland,Cavaliers,1,1128.8
1985,The Summit,1610612743,Denver,Nuggets,2,932.6
1985,The Summit,1610612764,Washington,Bullets,1,596.2
1985,The Summit,1610612759,San Antonio,Spurs,3,-109.6
1985,The Summit,1610612742,Dallas,Mavericks,1,-816.4
1985,The Summit,1610612762,Utah,Jazz,2,-946.7
1985,The Summit,1610612758,Kansas City,Kings,3,-958.9
1985,The Summit,1610612746,Los Angeles,Clippers,3,-1042.0
1985,The Summit,1610612760,Seattle,SuperSonics,3,-1082.5
1985,The Summit,1610612756,Phoenix,Suns,2,-1700.9
1985,The Summit,1610612754,Indiana,Pacers,1,-1719.9
1985,The Summit,1610612744,Golden State,Warriors,1,-1869.3
1985,The Summit,1610612751,New Jersey,Nets,1,-2170.2
1985,The Summit,1610612737,Atlanta,Hawks,1,-2259.8
1986,ARCO Arena I,1610612737,Atlanta,Hawks,1,0.0
1986,ARCO Arena I,1610612738,Boston,Celtics,1,0.0
1986,ARCO Arena I,1610612739,Cleveland,Cavaliers,1,0.0
1986,ARCO Arena I,1610612741,Chicago,Bulls,1,0.0
1986,ARCO Arena I,1610612742,Dallas,Mavericks,3,0.0
1986,ARCO Arena I,1610612743,Denver,Nuggets,3,0.0
1986,ARCO Arena I,1610612744,Golden State,Warriors,2,0.0
1986,ARCO Arena I,1610612745,Houston,Rockets,3,0.0
1986,ARCO Arena I,1610612746,Los Angeles,Clippers,2,0.0
1986,ARCO Arena I,1610612747,Los Angeles,Lakers,3,0.0
1986,ARCO Arena I,1610612749,Milwaukee,Bucks,1,0.0
1986,ARCO Arena I,1610612751,New Jersey,Nets,1,0.0
1986,ARCO Arena I,1610612752,New York,Knicks,1,0.0
1986,ARCO Arena I,1610612755,Philadelphia,76ers,1,0.0
1986,ARCO Arena I,1610612756,Phoenix,Suns,2,0.0
1986,ARCO Arena I,1610612757,Portland,Trail Blazers,2,0.0
1986,ARCO Arena I,1610612759,San Antonio,Spurs,3,0.0
1986,ARCO Arena I,1610612760,Seattle,SuperSonics,3,0.0
1986,ARCO Arena I,1610612762,Utah,Jazz,3,0.0
1986,ARCO Arena I,1610612764,Washington,Bullets,1,0.0
1986,ARCO Arena I,1610612765,Detroit,Pistons,1,0.0
1986,Arizona Veterans Memorial Coliseum,1610612738,Boston,Celtics,1,3404.0
1986,Arizona Veterans Memorial Coliseum,1610612755,Philadelphia,76ers,1,3404.0
1986,Arizona Veterans Memorial Coliseum,1610612752,New York,Knicks,1,2571.9
1986,Arizona Veterans Memorial Coliseum,1610612765,Detroit,Pistons,1,2259.2
1986,Arizona Veterans Memorial Coliseum,1610612747,Los Angeles,Lakers,2,1691.9
1986,Arizona Veterans Memorial Coliseum,1610612745,Houston,Rockets,2,1171.5
1986,Arizona Veterans Memorial Coliseum,1610612758,Sacramento,Kings,2,309.5
1986,Arizona Veterans Memorial Coliseum,1610612762,Utah,Jazz,2,97.6
1986,Arizona Veterans Memorial Coliseum,1610612764,Washington,Bullets,1,-29.4
1986,Arizona Veterans Memorial Coliseum,1610612754,Indiana,Pacers,1,-35.6
1986,Arizona Veterans Memorial Coliseum,1610612742,Dallas,Mavericks,1,-77.7
1986,Arizona Veterans Memorial Coliseum,1610612743,Denver,Nuggets,3,-116.5
1986,Arizona Veterans Memorial Coliseum,1610612760,Seattle,SuperSonics,3,-450.4
1986,Arizona Veterans Memorial Coliseum,1610612746,Los Angeles,Clippers,3,-588.3
1986,Arizona Veterans Memorial Coliseum,1610612741,Chicago,Bulls,1,-864.6
1986,Arizona Veterans Memorial Coliseum,1610612751,New Jersey,Nets,1,-1047.7
1986,Arizona Veterans Memorial Coliseum,1610612744,Golden State,Warriors,3,-1088.8
1986,Arizona Veterans Memorial Coliseum,1610612757,Portland,Trail Blazers,3,-1196.8
1986,Arizona Veterans Memorial Coliseum,1610612737,Atlanta,Hawks,1,-1444.7
1986,Arizona Veterans Memorial Coliseum,1610612759,San Antonio,Spurs,3,-1452.6
1986,Boston Garden,1610612739,Cleveland,Cavaliers,2,123.0
1986,Boston Garden,1610612754,Indiana,Pacers,3,81.0
1986,Boston Garden,1610612745,Houston,Rockets,2,0.0
1986,Boston Garden,1610612741,Chicago,Bulls,5,-1.8
1986,Boston Garden,1610612749,Milwaukee,Bucks,3,-2.0
1986,Boston Garden,1610612742,Dallas,Mavericks,1,-2.9
1986,Boston Garden,1610612744,Golden State,Warriors,1,-2.9
1986,Boston Garden,1610612746,Los Angeles,Clippers,1,-2.9
1986,Boston Garden,1610612751,New Jersey,Nets,2,-2.9
1986,Boston Garden,1610612752,New York,Knicks,3,-2.9
1986,Boston Garden,1610612755,Philadelphia,76ers,2,-2.9
1986,Boston Garden,1610612756,Phoenix,Suns,1,-2.9
1986,Boston Garden,1610612757,Portland,Trail Blazers,1,-2.9
1986,Boston Garden,1610612758,Sacramento,Kings,1,-2.9
1986,Boston Garden,1610612759,San Antonio,Spurs,1,-2.9
1986,Boston Garden,1610612760,Seattle,SuperSonics,1,-2.9
1986,Boston Garden,1610612764,Washington,Bullets,2,-2.9
1986,Boston Garden,1610612765,Detroit,Pistons,3,-2.9
1986,Boston Garden,1610612737,Atlanta,Hawks,5,-83.1
1986,Capital Centre,1610612747,Los Angeles,Lakers,1,9936.1
1986,Capital Centre,1610612738,Boston,Celtics,3,9375.5
1986,Capital Centre,1610612745,Houston,Rockets,1,3764.6
1986,Capital Centre,1610612741,Chicago,Bulls,2,2867.2
1986,Capital Centre,1610612752,New York,Knicks,3,2818.7
1986,Capital Centre,1610612755,Philadelphia,76ers,5,2400.9
1986,Capital Centre,1610612760,Seattle,SuperSonics,1,1612.9
1986,Capital Centre,1610612765,Detroit,Pistons,3,-1057.0
1986,Capital Centre,1610612744,Golden State,Warriors,1,-1376.2
1986,Capital Centre,1610612737,Atlanta,Hawks,2,-1427.1
1986,Capital Centre,1610612742,Dallas,Mavericks,1,-1934.7
1986,Capital Centre,1610612749,Milwaukee,Bucks,2,-2791.0
1986,Capital Centre,1610612743,Denver,Nuggets,1,-2966.3
1986,Capital Centre,1610612739,Cleveland,Cavaliers,2,-3552.1
1986,Capital Centre,1610612754,Indiana,Pacers,2,-3609.2
1986,Capital Centre,1610612751,New Jersey,Nets,3,-4336.1
1986,Capital Centre,1610612746,Los Angeles,Clippers,1,-4478.3
1986,Capital Centre,1610612756,Phoenix,Suns,1,-4619.3
1986,Capital Centre,1610612757,Portland,Trail Blazers,1,-4914.5
1986,Capital Centre,1610612758,Sacramento,Kings,1,-5050.2
1986,Capital Centre,1610612759,San Antonio,Spurs,1,-5357.8
1986,Chicago Stadium,1610612747,Los Angeles,Lakers,1,6051.5
1986,Chicago Stadium,1610612738,Boston,Celtics,3,3070.7
1986,Chicago Stadium,1610612737,Atlanta,Hawks,2,1947.8
1986,Chicago Stadium,1610612765,Detroit,Pistons,3,1243.5
1986,Chicago Stadium,1610612745,Houston,Rockets,1,948.7
1986,Chicago Stadium,1610612742,Dallas,Mavericks,1,840.6
1986,Chicago Stadium,1610612755,Philadelphia,76ers,3,658.4
1986,Chicago Stadium,1610612764,Washington,Bullets,3,401.4
1986,Chicago Stadium,1610612752,New York,Knicks,3,-534.3
1986,Chicago Stadium,1610612762,Utah,Jazz,1,-599.5
1986,Chicago Stadium,1610612756,Phoenix,Suns,1,-794.1
1986,Chicago Stadium,1610612744,Golden State,Warriors,1,-1058.6
1986,Chicago Stadium,1610612749,Milwaukee,Bucks,2,-1158.0
1986,Chicago Stadium,1610612760,Seattle,SuperSonics,1,-1192.5
1986,Chicago Stadium,1610612739,Cleveland,Cavaliers,2,-1314.5
1986,Chicago Stadium,1610612746,Los Angeles,Clippers,1,-1993.4
1986,Chicago Stadium,1610612754,Indiana,Pacers,3,-2166.3
1986,Chicago Stadium,1610612758,Sacramento,Kings,1,-2658.4
1986,Chicago Stadium,1610612751,New Jersey,Nets,2,-3257.5
1986,HemisFair Arena,1610612741,Chicago,Bulls,1,6043.0
1986,HemisFair Arena,1610612747,Los Angeles,Lakers,2,4400.7
1986,HemisFair Arena,1610612737,Atlanta,Hawks,1,3564.9
1986,HemisFair Arena,1610612755,Philadelphia,76ers,1,3519.5
1986,HemisFair Arena,1610612749,Milwaukee,Bucks,1,2436.7
1986,HemisFair Arena,1610612752,New York,Knicks,1,1578.7
1986,HemisFair Arena,1610612743,Denver,Nuggets,3,703.9
1986,HemisFair Arena,1610612745,Houston,Rockets,3,409.6
1986,HemisFair Arena,1610612742,Dallas,Mavericks,2,132.4
1986,HemisFair Arena,1610612764,Washington,Bullets,1,-369.3
1986,HemisFair Arena,1610612744,Golden State,Warriors,1,-798.3
1986,HemisFair Arena,1610612754,Indiana,Pacers,1,-1078.8
1986,HemisFair Arena,1610612756,Phoenix,Suns,1,-1141.7
1986,HemisFair Arena,1610612762,Utah,Jazz,2,-1376.8
1986,HemisFair Arena,1610612746,Los Angeles,Clippers,3,-1599.9
1986,HemisFair Arena,1610612758,Sacramento,Kings,2,-1737.8
1986,HemisFair Arena,1610612757,Portland,Trail Blazers,2,-1893.5
1986,HemisFair Arena,1610612751,New Jersey,Nets,1,-1963.6
1986,HemisFair Arena,1610612765,Detroit,Pistons,1,-2070.9
1986,HemisFair Arena,1610612760,Seattle,SuperSonics,2,-2104.9
1986,HemisFair Arena,1610612739,Cleveland,Cavaliers,1,-3101.1
1986,Izod Center,1610612738,Boston,Celtics,1,6599.6
1986,Izod Center,1610612756,Phoenix,Suns,1,3975.6
1986,Izod Center,1610612752,New York,Knicks,3,3848.6
1986,Izod Center,1610612755,Philadelphia,76ers,3,2534.1
1986,Izod Center,1610612742,Dallas,Mavericks,1,1933.2
1986,Izod Center,1610612764,Washington,Bullets,2,-172.4
